# setPoint, prevsetPoint, Current
66.00,65.00,79.00
63.00,66.00,75.48
64.00,63.00,75.92
60.00,64.00,73.20
63.00,60.00,75.87
57.00,63.00,71.23
60.00,57.00,74.37
54.00,60.00,67.81
58.00,54.00,70.64
57.00,58.00,68.73
59.00,57.00,73.51
59.00,59.00,71.72
60.00,59.00,72.69
59.00,60.00,71.41
60.00,59.00,71.18
56.00,60.00,68.23
57.00,56.00,70.01
50.00,57.00,61.49
53.00,50.00,63.61
52.00,53.00,62.54
56.00,52.00,65.67
54.00,56.00,64.51
54.00,54.00,65.39
52.00,54.00,63.41
53.00,52.00,63.94
46.00,53.00,55.87
47.00,46.00,53.99
40.00,47.00,46.97
40.00,40.00,47.16
35.00,40.00,39.62
36.00,35.00,43.30
32.00,36.00,35.32
33.00,32.00,36.53
32.00,33.00,35.49
35.00,32.00,36.88
31.00,35.00,33.35
33.00,31.00,35.40
26.00,33.00,28.74
27.00,26.00,28.83
19.00,27.00,19.33
19.00,19.00,19.29
18.00,19.00,17.28
20.00,18.00,18.75
13.00,20.00,12.11
16.00,13.00,12.25
15.00,16.00,12.07
16.00,15.00,11.91
16.00,16.00,12.18
17.00,16.00,13.83
10.00,17.00,10.36
14.00,10.00,12.10
9.00,14.00,6.96
9.00,9.00,9.04
8.00,9.00,9.20
9.00,8.00,8.95
4.00,9.00,5.55
6.00,4.00,5.16
1.00,6.00,1.16
2.00,1.00,1.45
0.00,2.00,1.68
2.00,0.00,1.78
0.00,2.00,35.87
2.00,0.00,24.50
0.00,2.00,1.63
0.00,0.00,3.44
0.00,0.00,1.20
0.00,0.00,2.33
0.00,0.00,0.64
3.00,0.00,1.95
