# setPoint, prevsetPoint, Current
53.600,109.015,63.061
88.200,63.061,100.363
29.400,100.363,30.396
90.300,30.396,102.084
72.500,102.084,87.982
46.900,87.982,55.412
27.800,55.412,28.575
34.400,28.575,33.627
16.600,33.627,14.707
25.100,14.707,18.592
87.200,18.592,97.582
85.700,97.582,98.848
72.500,98.848,86.612
38.500,86.612,42.539
81.200,42.539,92.441
50.900,92.441,60.244
16.100,60.244,13.167
76.900,13.167,85.077
33.100,85.077,34.015
22.300,34.015,19.332
48.700,19.332,51.144
38.900,51.144,41.756
20.300,41.756,17.666
22.500,17.666,18.436
40.100,18.436,37.891
18.400,37.891,15.673
42.500,15.673,40.349
98.700,40.349,111.032
19.100,111.032,14.857
49.300,14.857,51.399
92.700,51.399,104.576
81.100,104.576,96.172
81.700,96.172,97.485
55.200,97.485,64.759
61.100,64.759,71.358
82.700,71.358,96.566
12.100,96.566,9.325
28.600,9.325,22.920
62.100,22.920,67.273
94.500,67.273,107.609
22.700,107.609,19.886
5.000,19.886,1.635
0.300,1.635,-0.246
86.300,-0.246,98.148
43.000,98.148,47.211
97.200,47.211,109.727
73.300,109.727,87.205
86.000,87.205,99.617
17.800,99.617,15.045
99.800,15.045,112.480
31.200,112.480,31.929
13.600,31.929,11.420
67.600,11.420,73.667
58.800,73.667,67.860
32.200,67.860,32.990
35.700,32.990,35.071
6.500,35.071,2.709
23.700,2.709,16.987
29.900,16.987,23.034
76.500,23.034,86.393
96.100,86.393,109.552
6.500,109.552,2.759
97.900,2.759,108.025
40.000,108.025,44.080
86.700,44.080,97.019
50.400,97.019,60.824
60.900,60.824,69.712
74.600,69.712,86.697
89.900,86.697,103.586
42.800,103.586,48.849
89.000,48.849,101.351
94.800,101.351,110.397
37.300,110.397,41.518
94.700,41.518,112.021
87.600,112.021,105.788
28.000,105.788,28.245
51.000,28.245,53.435
19.700,53.435,16.694
49.000,16.694,49.934
82.800,49.934,95.812
83.000,95.812,95.990
11.100,95.990,7.981
64.300,7.981,70.508
63.000,70.508,70.820
9.500,70.820,5.351
44.100,5.351,43.844
7.100,43.844,2.182
56.200,2.182,59.522
1.400,59.522,-0.991
13.400,-0.991,5.646
79.100,5.646,87.267
95.800,87.267,109.565
15.700,109.565,11.042
13.700,11.042,9.920
77.800,9.920,86.048
46.100,86.048,53.051
86.000,53.051,96.966
96.000,96.966,110.801
22.700,110.801,18.722
10.700,18.722,6.719
30.000,6.719,24.229
95.100,24.229,108.068
38.300,108.068,40.651
47.800,40.651,52.063
38.400,52.063,42.387
75.200,42.387,85.685
30.600,85.685,30.880
8.000,30.880,3.429
52.400,3.429,54.154
81.800,54.154,94.303
34.100,94.303,34.588
2.700,34.588,-0.176
47.000,-0.176,46.317
41.600,46.317,42.248
6.900,42.248,2.621
77.600,2.621,87.620
29.600,87.620,28.509
60.600,28.509,66.856
32.200,66.856,32.867
4.600,32.867,1.022
73.400,1.022,81.309
36.700,81.309,37.978
68.500,37.978,76.383
46.400,76.383,52.368
15.800,52.368,13.746
61.500,13.746,67.776
18.900,67.776,15.501
66.800,15.501,72.925
70.100,72.925,78.495
