# Time, setPoint, Actual Brake Current, prevsetPoint, MotorCurrentMotorSpeed
606.33,66.00,66.80,4.86,3.63
nan,nan,nan,nan,nan
606.34,66.00,68.40,5.76,3.69
nan,nan,nan,nan,nan
606.35,66.00,65.20,5.76,3.71
606.36,66.00,68.40,5.76,3.65
nan,nan,nan,nan,nan
606.37,66.00,67.30,4.86,3.67
nan,nan,nan,nan,nan
606.39,66.00,65.70,3.84,3.84
606.40,66.00,66.20,5.94,3.86
nan,nan,nan,nan,nan
606.41,66.00,65.70,5.70,3.78
606.42,66.00,68.40,5.76,3.71
nan,nan,nan,nan,nan
606.43,66.00,67.30,4.62,3.86
606.44,66.00,62.40,5.82,3.88
nan,nan,nan,nan,nan
606.45,66.00,63.00,5.52,3.90
nan,nan,nan,nan,nan
606.46,66.00,67.30,6.72,3.82
606.47,66.00,66.80,5.16,3.84
nan,nan,nan,nan,nan
606.48,66.00,66.80,5.58,3.86
606.49,66.00,70.00,5.88,3.82
nan,nan,nan,nan,nan
606.50,66.00,63.00,5.82,3.84
nan,nan,nan,nan,nan
606.52,66.00,66.20,5.34,3.86
606.53,66.00,66.20,4.98,3.90
nan,nan,nan,nan,nan
606.54,66.00,65.70,5.64,3.92
nan,nan,nan,nan,nan
606.55,66.00,66.20,7.26,3.84
606.56,66.00,67.30,5.64,3.86
nan,nan,nan,nan,nan
606.57,66.00,65.20,5.82,3.88
nan,nan,nan,nan,nan
606.58,66.00,67.30,4.02,4.03
606.59,66.00,66.80,6.72,4.05
nan,nan,nan,nan,nan
606.60,66.00,65.20,6.78,3.95
606.61,66.00,65.70,4.86,3.97
nan,nan,nan,nan,nan
606.62,66.00,66.20,5.16,4.03
nan,nan,nan,nan,nan
606.63,66.00,63.50,6.54,4.03
606.64,66.00,67.30,6.06,4.03
nan,nan,nan,nan,nan
606.65,66.00,62.40,5.04,4.05
606.67,66.00,67.90,5.82,4.05
nan,nan,nan,nan,nan
606.68,66.00,62.40,4.50,4.09
606.69,66.00,64.60,5.46,4.12
nan,nan,nan,nan,nan
606.70,66.00,67.30,6.30,4.12
nan,nan,nan,nan,nan
606.71,66.00,65.70,5.88,4.12
606.72,66.00,65.70,4.20,4.22
nan,nan,nan,nan,nan
606.73,66.00,68.40,4.80,4.33
606.74,66.00,65.70,6.66,4.24
nan,nan,nan,nan,nan
606.75,66.00,61.90,6.06,4.16
nan,nan,nan,nan,nan
606.76,66.00,65.70,4.26,4.26
606.77,66.00,67.30,4.80,4.26
nan,nan,nan,nan,nan
606.78,66.00,66.80,7.02,4.20
606.79,66.00,65.70,6.12,4.20
nan,nan,nan,nan,nan
606.80,66.00,67.90,5.46,4.20
nan,nan,nan,nan,nan
606.81,66.00,65.20,5.10,4.20
606.82,66.00,68.40,3.96,4.31
nan,nan,nan,nan,nan
606.83,66.00,64.60,3.90,4.39
606.84,66.00,70.00,7.68,4.29
nan,nan,nan,nan,nan
606.86,66.00,65.20,4.98,4.33
nan,nan,nan,nan,nan
606.87,66.00,64.10,4.92,4.33
606.88,66.00,66.20,5.76,4.31
nan,nan,nan,nan,nan
606.89,66.00,64.10,5.34,4.31
606.90,66.00,66.20,3.84,4.43
nan,nan,nan,nan,nan
606.91,66.00,66.20,5.64,4.43
nan,nan,nan,nan,nan
606.92,66.00,65.70,5.34,4.41
606.93,66.00,66.80,6.72,4.31
nan,nan,nan,nan,nan
606.94,66.00,63.00,5.28,4.31
606.95,66.00,63.00,3.84,4.41
nan,nan,nan,nan,nan
606.96,66.00,65.70,4.74,4.54
nan,nan,nan,nan,nan
606.97,66.00,67.90,7.80,4.41
606.98,66.00,64.60,4.86,4.41
nan,nan,nan,nan,nan
606.99,66.00,64.60,4.20,4.50
607.01,66.00,65.20,5.22,4.50
nan,nan,nan,nan,nan
607.02,66.00,64.10,6.78,4.41
607.03,66.00,65.70,5.88,4.39
nan,nan,nan,nan,nan
607.04,66.00,63.00,5.82,4.39
nan,nan,nan,nan,nan
607.05,66.00,63.50,4.86,4.48
607.06,66.00,63.50,4.86,4.48
nan,nan,nan,nan,nan
607.07,66.00,66.20,4.62,4.56
607.08,66.00,65.70,6.78,4.54
nan,nan,nan,nan,nan
607.09,66.00,64.60,5.94,4.48
607.10,66.00,65.20,5.94,4.35
nan,nan,nan,nan,nan
607.11,66.00,62.40,4.74,4.45
nan,nan,nan,nan,nan
607.12,66.00,69.00,5.76,4.43
607.13,66.00,66.80,4.86,4.43
nan,nan,nan,nan,nan
607.14,66.00,65.70,4.08,4.54
nan,nan,nan,nan,nan
607.15,66.00,66.20,5.88,4.54
607.16,66.00,67.30,6.12,4.52
nan,nan,nan,nan,nan
607.17,66.00,64.60,4.92,4.50
607.19,66.00,65.70,4.56,4.62
nan,nan,nan,nan,nan
607.20,66.00,65.20,5.88,4.60
nan,nan,nan,nan,nan
607.21,66.00,62.40,6.06,4.58
607.22,66.00,67.30,5.04,4.58
nan,nan,nan,nan,nan
607.23,66.00,66.20,6.30,4.56
607.24,66.00,65.20,4.20,4.65
nan,nan,nan,nan,nan
607.25,66.00,67.90,4.80,4.71
nan,nan,nan,nan,nan
607.26,66.00,65.70,6.48,4.62
607.27,66.00,65.20,5.88,4.60
nan,nan,nan,nan,nan
607.28,66.00,67.90,4.98,4.60
607.29,66.00,67.30,5.52,4.58
nan,nan,nan,nan,nan
607.30,66.00,63.50,4.86,4.56
607.31,66.00,66.80,4.80,4.65
nan,nan,nan,nan,nan
607.32,66.00,64.60,4.62,4.67
nan,nan,nan,nan,nan
607.33,66.00,67.30,5.70,4.65
607.34,66.00,65.70,4.80,4.71
nan,nan,nan,nan,nan
607.35,66.00,63.50,4.50,4.79
607.36,66.00,67.90,5.82,4.77
nan,nan,nan,nan,nan
607.37,66.00,69.00,5.16,4.75
607.39,66.00,65.70,6.78,4.62
nan,nan,nan,nan,nan
607.40,66.00,66.80,4.56,4.65
607.41,66.00,66.20,5.70,4.62
nan,nan,nan,nan,nan
607.42,66.00,65.70,5.40,4.69
nan,nan,nan,nan,nan
607.43,66.00,66.20,6.00,4.67
607.44,66.00,67.30,4.32,4.75
nan,nan,nan,nan,nan
607.45,66.00,65.70,4.80,4.73
607.46,66.00,64.60,5.76,4.71
nan,nan,nan,nan,nan
607.47,66.00,64.60,4.80,4.71
nan,nan,nan,nan,nan
607.48,66.00,66.80,4.62,4.79
607.49,66.00,64.10,5.76,4.77
nan,nan,nan,nan,nan
607.50,66.00,64.60,5.16,4.75
607.51,66.00,66.80,5.76,4.73
nan,nan,nan,nan,nan
607.52,66.00,65.20,5.94,4.62
nan,nan,nan,nan,nan
607.53,66.00,63.50,4.80,4.60
607.54,66.00,66.20,3.12,4.79
nan,nan,nan,nan,nan
607.56,66.00,67.30,6.84,4.75
607.57,66.00,66.20,5.82,4.73
nan,nan,nan,nan,nan
607.58,66.00,68.40,6.00,4.71
nan,nan,nan,nan,nan
607.59,66.00,63.00,3.96,4.82
607.60,66.00,63.00,5.28,4.79
nan,nan,nan,nan,nan
607.61,66.00,64.10,5.52,4.75
607.62,66.00,66.80,5.22,4.73
nan,nan,nan,nan,nan
607.63,66.00,66.80,3.84,4.82
607.64,66.00,67.90,5.16,4.79
nan,nan,nan,nan,nan
607.65,66.00,66.20,5.94,4.77
nan,nan,nan,nan,nan
607.66,66.00,66.20,4.68,4.86
607.67,66.00,68.40,5.82,4.82
nan,nan,nan,nan,nan
607.68,66.00,63.50,5.82,4.79
607.69,66.00,65.70,4.86,4.77
nan,nan,nan,nan,nan
607.70,66.00,65.70,3.96,4.86
nan,nan,nan,nan,nan
607.71,66.00,67.90,4.80,4.94
607.72,66.00,64.60,6.36,4.90
nan,nan,nan,nan,nan
607.74,66.00,63.50,6.78,4.77
607.75,66.00,69.00,5.22,4.75
nan,nan,nan,nan,nan
607.76,66.00,69.00,3.96,4.84
607.77,66.00,67.30,3.84,4.92
nan,nan,nan,nan,nan
607.78,66.00,65.70,5.70,4.90
nan,nan,nan,nan,nan
607.79,66.00,66.20,7.26,4.77
607.80,66.00,66.80,5.40,4.75
nan,nan,nan,nan,nan
607.81,66.00,66.80,4.92,4.82
607.82,66.00,63.50,5.88,4.79
nan,nan,nan,nan,nan
607.83,66.00,65.20,4.86,4.86
607.84,66.00,64.10,3.84,4.94
nan,nan,nan,nan,nan
607.85,66.00,65.20,5.04,4.90
607.86,66.00,66.20,6.66,4.79
nan,nan,nan,nan,nan
607.87,66.00,67.90,6.06,4.77
nan,nan,nan,nan,nan
607.88,66.00,64.10,5.82,4.75
607.89,66.00,66.80,3.72,4.92
nan,nan,nan,nan,nan
607.90,66.00,65.20,5.64,4.90
607.91,66.00,66.80,7.56,4.79
nan,nan,nan,nan,nan
607.92,66.00,65.20,5.94,4.75
nan,nan,nan,nan,nan
607.93,66.00,66.80,5.76,4.73
607.94,66.00,64.60,4.86,4.82
nan,nan,nan,nan,nan
607.95,66.00,66.20,5.34,4.88
607.97,66.00,65.70,6.12,4.86
nan,nan,nan,nan,nan
607.98,66.00,65.70,4.02,4.92
607.99,66.00,65.20,5.04,4.92
nan,nan,nan,nan,nan
608.00,66.00,66.80,5.82,4.88
nan,nan,nan,nan,nan
608.01,66.00,64.10,5.28,4.86
608.02,66.00,67.30,4.86,4.82
nan,nan,nan,nan,nan
608.03,66.00,66.80,2.94,4.99
608.04,66.00,66.20,6.96,4.88
nan,nan,nan,nan,nan
608.05,66.00,67.90,5.88,4.86
nan,nan,nan,nan,nan
608.06,66.00,65.20,5.10,4.82
608.07,66.00,62.40,3.84,4.90
nan,nan,nan,nan,nan
608.08,66.00,65.70,4.80,4.96
608.09,66.00,65.70,6.72,4.92
nan,nan,nan,nan,nan
608.10,66.00,66.20,6.72,4.79
nan,nan,nan,nan,nan
608.11,66.00,66.80,5.58,4.79
608.12,66.00,63.50,2.94,4.96
nan,nan,nan,nan,nan
608.13,66.00,64.10,5.82,4.94
608.14,66.00,67.90,5.94,4.90
nan,nan,nan,nan,nan
608.16,66.00,65.20,4.86,4.88
608.17,66.00,69.00,3.84,4.94
nan,nan,nan,nan,nan
608.18,66.00,67.90,4.80,4.92
nan,nan,nan,nan,nan
608.19,66.00,63.00,5.76,4.90
608.20,66.00,65.70,6.78,4.86
nan,nan,nan,nan,nan
608.21,66.00,64.10,5.94,4.84
608.22,66.00,65.20,5.76,4.82
nan,nan,nan,nan,nan
608.23,66.00,66.20,4.92,4.88
nan,nan,nan,nan,nan
608.24,66.00,65.20,4.20,4.96
608.25,66.00,66.20,4.02,5.03
nan,nan,nan,nan,nan
608.26,66.00,68.40,6.66,4.90
608.27,66.00,65.70,4.92,4.88
nan,nan,nan,nan,nan
608.28,66.00,65.20,4.80,4.94
608.29,66.00,65.20,5.46,4.90
nan,nan,nan,nan,nan
608.30,66.00,67.30,4.74,4.99
nan,nan,nan,nan,nan
608.31,66.00,65.70,5.70,4.96
608.32,66.00,65.70,5.76,4.92
nan,nan,nan,nan,nan
608.33,66.00,67.30,4.92,4.90
608.35,66.00,65.70,3.90,4.96
nan,nan,nan,nan,nan
608.36,66.00,65.20,5.76,4.94
608.37,66.00,67.30,5.82,4.92
nan,nan,nan,nan,nan
608.38,66.00,64.10,5.76,4.90
nan,nan,nan,nan,nan
608.39,66.00,69.50,5.52,4.86
608.40,66.00,65.20,4.80,4.84
nan,nan,nan,nan,nan
608.41,66.00,66.20,4.80,4.90
608.42,66.00,66.20,4.92,4.88
nan,nan,nan,nan,nan
608.43,66.00,66.80,3.78,4.96
nan,nan,nan,nan,nan
608.44,66.00,63.50,4.86,4.94
608.45,66.00,64.10,4.62,5.01
nan,nan,nan,nan,nan
608.46,66.00,65.20,6.36,4.96
608.47,66.00,66.80,6.24,4.84
nan,nan,nan,nan,nan
608.48,66.00,65.70,4.92,4.84
nan,nan,nan,nan,nan
608.49,66.00,66.80,3.72,5.01
608.50,66.00,65.20,5.76,4.96
nan,nan,nan,nan,nan
608.51,66.00,67.30,5.34,4.92
608.53,66.00,67.90,4.98,4.90
nan,nan,nan,nan,nan
608.54,66.00,66.20,4.44,4.96
608.55,66.00,66.20,3.90,5.05
nan,nan,nan,nan,nan
608.56,66.00,66.20,4.26,5.11
nan,nan,nan,nan,nan
608.57,66.00,67.30,7.68,4.96
608.58,66.00,65.20,5.22,4.94
nan,nan,nan,nan,nan
608.59,66.00,65.70,4.80,5.01
608.60,66.00,63.50,4.98,4.99
nan,nan,nan,nan,nan
608.61,66.00,66.20,6.72,4.86
nan,nan,nan,nan,nan
608.62,66.00,66.20,4.74,4.82
608.63,66.00,65.70,4.56,4.90
nan,nan,nan,nan,nan
608.64,66.00,64.60,4.80,4.96
nan,nan,nan,nan,nan
608.65,66.00,64.60,4.80,4.94
608.66,66.00,67.90,4.86,5.03
nan,nan,nan,nan,nan
608.67,66.00,66.80,5.88,4.99
608.68,66.00,66.20,4.86,4.94
nan,nan,nan,nan,nan
608.69,66.00,63.50,4.86,4.92
608.71,66.00,65.20,5.16,4.88
nan,nan,nan,nan,nan
608.72,66.00,69.00,3.96,4.99
nan,nan,nan,nan,nan
608.73,66.00,65.20,3.96,5.05
608.74,66.00,66.80,5.70,5.01
nan,nan,nan,nan,nan
608.75,66.00,65.70,6.30,4.96
608.76,66.00,67.30,6.12,4.86
nan,nan,nan,nan,nan
608.77,66.00,65.70,4.80,4.92
nan,nan,nan,nan,nan
608.78,66.00,66.20,4.98,4.99
608.79,66.00,65.20,4.80,5.07
nan,nan,nan,nan,nan
608.80,66.00,65.20,4.86,5.03
608.81,66.00,66.20,5.40,4.99
nan,nan,nan,nan,nan
608.82,66.00,69.00,5.94,4.88
nan,nan,nan,nan,nan
608.83,66.00,67.30,4.02,4.94
608.84,66.00,65.70,3.90,5.01
nan,nan,nan,nan,nan
608.86,66.00,66.20,4.44,5.07
608.87,66.00,68.40,5.88,5.03
nan,nan,nan,nan,nan
608.88,66.00,67.90,5.82,4.92
nan,nan,nan,nan,nan
608.89,66.00,70.00,6.36,4.79
608.90,66.00,66.20,4.26,4.86
nan,nan,nan,nan,nan
608.91,66.00,64.60,4.98,4.94
608.92,66.00,64.60,5.70,4.90
nan,nan,nan,nan,nan
608.93,66.00,65.20,4.74,4.96
608.94,66.00,62.40,5.76,4.94
nan,nan,nan,nan,nan
608.95,66.00,65.20,5.70,4.92
nan,nan,nan,nan,nan
608.96,66.00,65.70,4.74,4.99
608.97,66.00,66.80,4.50,5.05
nan,nan,nan,nan,nan
608.98,66.00,67.30,5.22,5.01
608.99,66.00,66.20,4.92,4.99
nan,nan,nan,nan,nan
609.00,74.60,67.30,8.88,-0.00
609.01,74.60,77.10,8.40,0.11
nan,nan,nan,nan,nan
609.02,74.60,77.10,4.62,0.59
nan,nan,nan,nan,nan
609.03,74.60,73.80,2.88,1.25
609.04,74.60,72.20,2.94,1.89
nan,nan,nan,nan,nan
609.06,74.60,73.80,3.84,2.44
nan,nan,nan,nan,nan
609.07,74.60,74.90,5.82,2.63
609.08,74.60,77.60,6.48,2.69
nan,nan,nan,nan,nan
609.09,74.60,74.90,4.86,2.82
609.10,74.60,74.90,4.32,2.99
nan,nan,nan,nan,nan
609.11,74.60,72.80,5.76,3.05
nan,nan,nan,nan,nan
609.12,74.60,76.60,4.20,3.20
609.13,74.60,71.10,6.72,3.20
nan,nan,nan,nan,nan
609.14,74.60,72.20,5.82,3.25
nan,nan,nan,nan,nan
609.15,74.60,73.80,5.22,3.29
609.17,74.60,76.60,6.60,3.29
nan,nan,nan,nan,nan
609.18,74.60,76.00,5.46,3.33
nan,nan,nan,nan,nan
609.19,74.60,74.90,5.76,3.37
609.20,74.60,72.20,5.10,3.46
nan,nan,nan,nan,nan
609.21,74.60,75.50,5.94,3.48
nan,nan,nan,nan,nan
609.22,74.60,73.80,6.66,3.42
609.23,74.60,74.90,5.04,3.46
nan,nan,nan,nan,nan
609.24,74.60,73.80,4.80,3.54
609.25,74.60,74.90,5.76,3.56
nan,nan,nan,nan,nan
609.26,74.60,72.80,5.28,3.61
nan,nan,nan,nan,nan
609.27,74.60,71.10,5.76,3.54
609.28,74.60,72.20,6.00,3.56
nan,nan,nan,nan,nan
609.29,74.60,74.90,5.94,3.59
609.31,74.60,71.70,5.82,3.56
nan,nan,nan,nan,nan
609.32,74.60,73.80,5.82,3.61
nan,nan,nan,nan,nan
609.33,74.60,74.90,5.82,3.63
609.34,74.60,71.10,5.76,3.67
nan,nan,nan,nan,nan
609.35,74.60,77.10,7.62,3.59
609.36,74.60,74.40,5.58,3.67
nan,nan,nan,nan,nan
609.37,74.60,73.80,6.30,3.69
nan,nan,nan,nan,nan
609.38,74.60,71.70,5.76,3.71
609.39,74.60,77.10,4.08,3.84
nan,nan,nan,nan,nan
609.40,74.60,72.80,5.82,3.84
609.41,74.60,74.90,5.94,3.86
nan,nan,nan,nan,nan
609.42,74.60,76.00,6.30,3.82
609.43,74.60,73.80,6.96,3.75
nan,nan,nan,nan,nan
609.44,74.60,75.50,5.76,3.78
nan,nan,nan,nan,nan
609.46,74.60,72.20,4.80,3.88
609.47,74.60,73.80,5.64,3.95
nan,nan,nan,nan,nan
609.48,74.60,74.40,5.46,3.95
nan,nan,nan,nan,nan
609.49,74.60,73.80,6.66,3.97
609.50,74.60,76.60,6.78,3.88
nan,nan,nan,nan,nan
609.51,74.60,72.20,5.40,3.90
609.52,74.60,74.40,4.86,3.95
nan,nan,nan,nan,nan
609.53,74.60,73.80,4.62,4.07
nan,nan,nan,nan,nan
609.54,74.60,74.90,6.12,4.07
609.55,74.60,74.40,6.06,3.99
nan,nan,nan,nan,nan
609.56,74.60,73.80,5.70,3.99
609.57,74.60,73.80,5.82,4.01
nan,nan,nan,nan,nan
609.58,74.60,73.30,6.30,3.97
609.59,74.60,74.90,5.58,3.97
nan,nan,nan,nan,nan
609.60,74.60,74.90,4.92,4.07
nan,nan,nan,nan,nan
609.61,74.60,73.80,5.34,4.09
609.62,74.60,75.50,7.08,4.09
nan,nan,nan,nan,nan
609.63,74.60,77.60,6.12,4.09
609.65,74.60,73.30,4.92,4.12
nan,nan,nan,nan,nan
609.66,74.60,74.40,5.04,4.16
609.67,74.60,74.90,6.84,4.16
nan,nan,nan,nan,nan
609.68,74.60,72.80,6.30,4.16
nan,nan,nan,nan,nan
609.69,74.60,72.80,5.76,4.16
609.70,74.60,73.80,5.46,4.16
nan,nan,nan,nan,nan
609.71,74.60,73.30,5.70,4.18
609.72,74.60,74.90,5.76,4.20
nan,nan,nan,nan,nan
609.73,74.60,75.50,4.92,4.22
nan,nan,nan,nan,nan
609.74,74.60,74.40,7.14,4.12
609.75,74.60,74.40,6.18,4.12
nan,nan,nan,nan,nan
609.76,74.60,76.00,5.94,4.12
609.77,74.60,75.50,5.52,4.22
nan,nan,nan,nan,nan
609.78,74.60,72.20,5.40,4.26
609.79,74.60,73.80,5.82,4.26
nan,nan,nan,nan,nan
609.80,74.60,74.40,6.30,4.26
nan,nan,nan,nan,nan
609.81,74.60,73.80,6.60,4.24
609.82,74.60,76.00,6.12,4.24
nan,nan,nan,nan,nan
609.83,74.60,75.50,5.64,4.24
609.84,74.60,73.30,5.76,4.24
nan,nan,nan,nan,nan
609.85,74.60,74.40,5.28,4.35
609.87,74.60,73.30,6.30,4.37
nan,nan,nan,nan,nan
609.88,74.60,74.40,5.82,4.37
609.89,74.60,73.30,6.60,4.26
nan,nan,nan,nan,nan
609.90,74.60,76.00,5.40,4.26
nan,nan,nan,nan,nan
609.91,74.60,75.50,5.16,4.37
609.92,74.60,74.40,6.78,4.35
nan,nan,nan,nan,nan
609.93,74.60,75.50,5.88,4.37
609.94,74.60,73.80,4.02,4.48
nan,nan,nan,nan,nan
609.95,74.60,72.80,6.24,4.45
nan,nan,nan,nan,nan
609.96,74.60,76.00,7.68,4.35
609.97,74.60,72.20,6.00,4.35
nan,nan,nan,nan,nan
609.98,74.60,74.40,4.98,4.43
609.99,74.60,76.60,5.46,4.45
nan,nan,nan,nan,nan
610.00,74.60,75.50,5.88,4.45
nan,nan,nan,nan,nan
610.01,74.60,74.40,5.58,4.43
610.02,74.60,73.80,5.70,4.43
nan,nan,nan,nan,nan
610.03,74.60,74.40,5.28,4.52
610.05,74.60,74.90,5.88,4.54
nan,nan,nan,nan,nan
610.06,74.60,75.50,5.82,4.52
610.07,74.60,75.50,6.12,4.41
nan,nan,nan,nan,nan
610.08,74.60,74.40,4.80,4.41
nan,nan,nan,nan,nan
610.09,74.60,74.90,5.10,4.50
610.10,74.60,77.10,6.00,4.58
nan,nan,nan,nan,nan
610.11,74.60,77.10,5.88,4.56
610.12,74.60,76.60,6.06,4.48
nan,nan,nan,nan,nan
610.13,74.60,74.90,5.70,4.48
nan,nan,nan,nan,nan
610.14,74.60,74.90,4.80,4.56
610.15,74.60,74.40,4.74,4.65
nan,nan,nan,nan,nan
610.16,74.60,74.90,6.78,4.62
610.17,74.60,73.80,6.72,4.52
nan,nan,nan,nan,nan
610.18,74.60,72.80,4.80,4.50
610.19,74.60,76.00,4.74,4.58
nan,nan,nan,nan,nan
610.20,74.60,73.30,5.70,4.58
610.21,74.60,72.80,6.78,4.58
nan,nan,nan,nan,nan
610.22,74.60,73.80,5.34,4.67
nan,nan,nan,nan,nan
610.23,74.60,73.80,5.76,4.65
610.24,74.60,75.50,5.76,4.62
nan,nan,nan,nan,nan
610.25,74.60,74.40,6.42,4.60
610.26,74.60,73.30,5.70,4.60
nan,nan,nan,nan,nan
610.28,74.60,73.30,6.18,4.60
nan,nan,nan,nan,nan
610.29,74.60,74.90,5.40,4.69
610.30,74.60,73.80,5.82,4.67
nan,nan,nan,nan,nan
610.31,74.60,73.30,5.76,4.65
610.32,74.60,72.80,5.58,4.62
nan,nan,nan,nan,nan
610.33,74.60,73.30,5.64,4.60
610.34,74.60,72.80,5.46,4.71
nan,nan,nan,nan,nan
610.35,74.60,72.80,5.82,4.69
610.36,74.60,76.00,6.54,4.58
nan,nan,nan,nan,nan
610.37,74.60,77.10,5.70,4.56
nan,nan,nan,nan,nan
610.38,74.60,74.40,5.58,4.65
610.39,74.60,77.10,6.84,4.62
nan,nan,nan,nan,nan
610.40,74.60,76.00,5.94,4.60
610.41,74.60,75.50,5.82,4.62
nan,nan,nan,nan,nan
610.42,74.60,74.40,4.92,4.71
610.43,74.60,77.10,5.76,4.69
nan,nan,nan,nan,nan
610.44,74.60,76.00,6.66,4.67
nan,nan,nan,nan,nan
610.45,74.60,76.00,6.18,4.65
610.46,74.60,72.20,6.00,4.62
nan,nan,nan,nan,nan
610.47,74.60,74.40,5.82,4.60
610.49,74.60,75.50,4.86,4.71
nan,nan,nan,nan,nan
610.50,74.60,76.60,5.52,4.69
nan,nan,nan,nan,nan
610.51,74.60,74.40,5.76,4.67
610.52,74.60,74.40,5.94,4.65
nan,nan,nan,nan,nan
610.53,74.60,77.10,6.66,4.62
610.54,74.60,74.40,5.82,4.71
nan,nan,nan,nan,nan
610.55,74.60,74.90,5.94,4.71
610.56,74.60,73.30,5.76,4.69
nan,nan,nan,nan,nan
610.57,74.60,74.90,5.76,4.67
nan,nan,nan,nan,nan
610.58,74.60,73.30,5.64,4.65
610.59,74.60,74.40,5.82,4.73
nan,nan,nan,nan,nan
610.60,74.60,73.30,5.94,4.71
610.61,74.60,73.80,5.76,4.69
nan,nan,nan,nan,nan
610.62,74.60,76.00,5.70,4.69
610.63,74.60,74.90,5.70,4.67
nan,nan,nan,nan,nan
610.64,74.60,76.00,4.80,4.73
nan,nan,nan,nan,nan
610.65,74.60,75.50,6.42,4.71
610.66,74.60,74.40,5.70,4.79
nan,nan,nan,nan,nan
610.67,74.60,73.30,5.76,4.77
610.68,74.60,76.00,5.70,4.75
nan,nan,nan,nan,nan
610.69,74.60,73.30,6.66,4.73
610.70,74.60,74.40,6.12,4.71
nan,nan,nan,nan,nan
610.71,74.60,75.50,5.76,4.69
610.72,74.60,75.50,5.76,4.67
nan,nan,nan,nan,nan
610.73,74.60,74.40,4.80,4.73
610.74,74.60,72.80,5.76,4.71
nan,nan,nan,nan,nan
610.75,74.60,72.80,5.46,4.79
610.76,74.60,72.80,7.62,4.69
nan,nan,nan,nan,nan
610.78,74.60,73.80,6.72,4.67
nan,nan,nan,nan,nan
610.79,74.60,72.80,5.16,4.75
610.80,74.60,70.60,5.64,4.82
nan,nan,nan,nan,nan
610.81,74.60,71.70,5.76,4.79
610.82,74.60,74.40,5.76,4.77
nan,nan,nan,nan,nan
610.83,74.60,75.50,5.76,4.75
610.84,74.60,77.10,5.70,4.82
nan,nan,nan,nan,nan
610.85,74.60,74.40,6.78,4.82
610.86,74.60,73.80,5.76,4.79
nan,nan,nan,nan,nan
610.87,74.60,74.40,5.46,4.77
nan,nan,nan,nan,nan
610.88,74.60,73.80,6.06,4.73
610.89,74.60,73.30,5.64,4.71
nan,nan,nan,nan,nan
610.90,74.60,73.80,4.20,4.79
610.91,74.60,74.90,4.86,4.86
nan,nan,nan,nan,nan
610.92,74.60,74.40,6.72,4.84
610.93,74.60,74.90,6.00,4.84
nan,nan,nan,nan,nan
610.94,74.60,73.80,4.92,4.90
610.95,74.60,73.30,5.82,4.88
nan,nan,nan,nan,nan
610.96,74.60,74.40,6.66,4.84
nan,nan,nan,nan,nan
610.97,74.60,75.50,6.78,4.82
610.98,74.60,75.50,6.00,4.79
nan,nan,nan,nan,nan
610.99,74.60,76.00,6.00,4.77
611.01,74.60,75.50,5.76,4.77
nan,nan,nan,nan,nan
611.02,74.60,74.40,4.80,4.84
nan,nan,nan,nan,nan
611.03,74.60,73.80,6.24,4.82
611.04,74.60,74.90,6.84,4.79
nan,nan,nan,nan,nan
611.05,74.60,75.50,6.18,4.77
611.06,74.60,76.60,6.72,4.73
nan,nan,nan,nan,nan
611.07,74.60,74.40,4.92,4.82
611.08,74.60,76.00,5.94,4.90
nan,nan,nan,nan,nan
611.09,74.60,74.40,5.82,4.88
nan,nan,nan,nan,nan
611.10,74.60,73.80,5.82,4.86
611.11,74.60,72.80,6.48,4.82
nan,nan,nan,nan,nan
611.12,74.60,75.50,5.88,4.79
611.13,74.60,78.70,5.46,4.86
nan,nan,nan,nan,nan
611.14,74.60,74.90,6.84,4.84
611.15,74.60,74.40,5.82,4.84
nan,nan,nan,nan,nan
611.16,74.60,73.80,4.86,4.90
nan,nan,nan,nan,nan
611.17,74.60,74.90,5.76,4.88
611.18,74.60,74.40,6.42,4.84
nan,nan,nan,nan,nan
611.19,74.60,73.80,5.22,4.82
611.21,74.60,76.00,5.76,4.82
nan,nan,nan,nan,nan
611.22,74.60,73.80,5.82,4.88
611.23,74.60,76.00,6.12,4.86
nan,nan,nan,nan,nan
611.24,74.60,73.30,5.88,4.84
nan,nan,nan,nan,nan
611.25,74.60,76.60,6.24,4.82
611.26,74.60,72.80,6.72,4.77
nan,nan,nan,nan,nan
611.27,74.60,72.80,6.72,4.77
611.28,74.60,76.60,4.80,4.86
nan,nan,nan,nan,nan
611.29,74.60,72.20,7.56,4.82
611.30,74.60,75.50,5.58,4.90
nan,nan,nan,nan,nan
611.31,74.60,74.40,5.16,4.96
nan,nan,nan,nan,nan
611.32,74.60,76.00,5.82,4.92
611.33,74.60,75.50,6.54,4.90
nan,nan,nan,nan,nan
611.34,74.60,74.40,7.74,4.77
611.35,74.60,75.50,6.36,4.77
nan,nan,nan,nan,nan
611.36,74.60,75.50,5.76,4.84
611.37,74.60,74.90,4.86,4.92
nan,nan,nan,nan,nan
611.38,74.60,74.40,7.32,4.88
nan,nan,nan,nan,nan
611.39,74.60,74.90,5.28,4.94
611.40,74.60,73.80,5.76,4.92
nan,nan,nan,nan,nan
611.42,74.60,75.50,5.82,4.90
611.43,74.60,77.60,5.76,4.88
nan,nan,nan,nan,nan
611.44,74.60,73.80,6.60,4.86
nan,nan,nan,nan,nan
